N,T,Total_T
66700,22,1853905
66800,35,1856567
66900,19,1859179
67000,24,1861822
67100,23,1864736
67200,21,1867822
67300,19,1870865
67400,26,1873686
67500,29,1876539
67600,21,1879447
67700,23,1882134
67800,39,1884758
67900,28,1887449
68000,23,1890078
68100,23,1893037
68200,25,1895557
68300,19,1897886
68400,30,1900586
68500,26,1903299
68600,26,1906326
68700,27,1908619
68800,24,1911272
68900,18,1913952
69000,17,1916726
69100,31,1919702
69200,25,1922410
69300,24,1924973
69400,18,1927599
69500,26,1930412
69600,20,1933370
69700,17,1935936
69800,18,1938687
69900,29,1941322
70000,28,1944031
70100,18,1946787
70200,26,1949640
70300,28,1952392
70400,16,1955031
70500,24,1958058
70600,19,1960981
70700,18,1963847
70800,25,1966496
70900,25,1969251
71000,36,1971818
71100,30,1974761
71200,25,1977540
71300,26,1980242
71400,20,1983132
71500,30,1985958
71600,20,1988915
71700,24,1991767
71800,29,1994416
71900,30,1997274
72000,25,2000151
72100,19,2003175
72200,24,2006200
72300,25,2008802
72400,19,2011387
72500,19,2014355
72600,35,2017203
72700,38,2020162
72800,18,2022735
72900,25,2025494
73000,31,2028500
73100,26,2031446
73200,20,2034296
73300,26,2037133
73400,20,2039929
73500,27,2042624
73600,25,2045761
73700,31,2048681
73800,16,2051518
73900,23,2053816
74000,16,2056338
74100,18,2058573
74200,24,2061424
74300,29,2063931
74400,16,2066544
74500,24,2069327
74600,25,2071922
74700,29,2074832
74800,17,2077614
74900,18,2079917
75000,26,2082629
75100,25,2085226
75200,34,2088166
75300,17,2090945
75400,24,2093601
75500,25,2096568
75600,18,2099330
75700,22,2102469
75800,17,2105436
75900,26,2108099
76000,17,2110767
76100,26,2113359
76200,29,2115994
76300,29,2119152
76400,36,2121831
76500,31,2124597
76600,24,2127339
76700,25,2130122
76800,23,2133225
76900,24,2135824
77000,19,2138570
77100,27,2141470
77200,25,2144351
77300,20,2147403
77400,31,2149986
77500,39,2152712
77600,26,2155656
77700,30,2158627
77800,26,2161678
77900,24,2164677
78000,17,2167221
78100,23,2169852
78200,28,2172674
78300,30,2175368
78400,23,2178025
78500,20,2180826
78600,25,2183596
78700,33,2186583
78800,31,2189834
78900,19,2192543
79000,24,2195519
79100,38,2198520
79200,18,2201291
79300,20,2204100
79400,25,2206983
79500,19,2209747
79600,25,2212467
79700,26,2215031
79800,26,2217863
79900,30,2220791
80000,24,2223589
80100,26,2226278
80200,19,2228921
80300,21,2231799
80400,24,2234687
80500,25,2237520
80600,25,2240346
80700,37,2243128
80800,32,2246151
80900,24,2249160
81000,37,2251966
81100,25,2254686
81200,19,2257274
81300,21,2260509
81400,27,2263639
81500,29,2266682
81600,30,2269649
81700,35,2272847
81800,32,2275956
81900,37,2279236
82000,29,2282085
82100,18,2284546
82200,23,2287326
82300,40,2290126
82400,18,2293000
82500,19,2295632
82600,25,2298173
82700,24,2300940
82800,19,2303666
82900,36,2306529
83000,24,2309606
83100,39,2312429
83200,36,2315486
83300,30,2318580
83400,18,2321404
83500,44,2324097
83600,29,2326916
83700,26,2329445
83800,25,2332341
83900,31,2335532
84000,16,2338407
84100,29,2341382
84200,34,2344121
84300,30,2346844
84400,39,2349948
84500,18,2352972
84600,19,2355804
84700,30,2358664
84800,30,2361656
84900,27,2364550
85000,24,2367584
85100,30,2370272
85200,25,2373306
85300,35,2376476
85400,30,2379332
85500,34,2382249
85600,24,2385139
85700,35,2388161
85800,21,2390995
85900,31,2393679
86000,26,2396475
86100,23,2399226
86200,22,2401928
86300,39,2404682
86400,34,2407549
86500,20,2410250
86600,18,2413062
86700,25,2415615
86800,19,2418408
86900,36,2421171
87000,27,2424247
87100,40,2427273
87200,18,2430225
87300,23,2433122
87400,29,2435643
87500,21,2438283
87600,18,2441029
87700,35,2443700
87800,31,2446985
87900,27,2449884
88000,31,2452978
88100,30,2455792
88200,25,2458582
88300,34,2461235
88400,19,2463935
88500,28,2466669
88600,36,2469488
88700,36,2472319
88800,27,2475169
88900,19,2478182
89000,29,2481123
89100,25,2484493
89200,25,2487498
89300,21,2490589
89400,21,2493858
89500,32,2496811
89600,43,2499776
89700,21,2502588
89800,22,2505471
89900,36,2508561
90000,27,2511794
90100,31,2514894
90200,30,2517663
90300,35,2520407
90400,24,2523250
90500,22,2526208
90600,25,2529049
90700,29,2531811
90800,29,2534788
90900,24,2537499
91000,20,2540309
91100,31,2543059
91200,24,2545777
91300,35,2548554
91400,18,2551484
91500,26,2554258
91600,29,2557141
91700,36,2560085
91800,29,2562994
91900,28,2566138
92000,19,2569279
92100,21,2572226
92200,30,2575429
92300,24,2578219
92400,40,2580979
92500,30,2583840
92600,25,2586870
92700,20,2589612
92800,33,2592373
92900,25,2595118
93000,19,2597831
93100,33,2600698
93200,24,2603750
93300,31,2606410
93400,40,2609229
93500,32,2611984
93600,31,2614927
93700,18,2617717
93800,33,2620447
93900,31,2623621
94000,25,2626491
94100,26,2629520
94200,28,2632616
94300,29,2635355
94400,28,2638035
94500,19,2641017
94600,24,2643749
94700,21,2646605
94800,26,2649472
94900,33,2652260
95000,31,2655258
95100,33,2658288
95200,41,2661511
95300,30,2664559
95400,20,2667593
95500,32,2670437
95600,25,2673318
95700,27,2676430
95800,29,2679389
95900,38,2682170
96000,30,2685420
96100,27,2688095
96200,26,2691120
96300,34,2693914
96400,18,2696778
96500,26,2699446
96600,25,2702380
96700,31,2705264
96800,19,2708342
96900,26,2711357
97000,33,2714314
97100,30,2717168
97200,21,2720429
97300,24,2723599
97400,26,2726164
97500,37,2728807
97600,25,2731490
97700,27,2734494
97800,19,2737508
97900,38,2740014
98000,27,2742804
98100,27,2745673
98200,27,2748710
98300,29,2751921
98400,22,2754471
98500,28,2757133
98600,24,2759844
98700,17,2762701
98800,25,2765509
98900,30,2767987
99000,23,2770693
99100,36,2773614
99200,30,2776425
99300,19,2779397
99400,23,2782070
99500,18,2784912
99600,24,2787721
99700,19,2790572
99800,25,2793516
99900,37,2796017
100000,23,2798802
100100,24,2801562
100200,25,2804293
100300,29,2807227
100400,25,2810235
100500,18,2812871
100600,24,2815476
100700,30,2818007
100800,32,2821022
100900,18,2823759
101000,25,2826495
101100,36,2829422
101200,31,2832509
101300,37,2835650
101400,23,2838603
101500,31,2841403
101600,18,2844096
101700,18,2846827
101800,24,2849851
101900,30,2852647
102000,24,2855431
102100,31,2858085
102200,32,2861229
102300,36,2864403
102400,22,2867473
102500,22,2870115
102600,18,2872743
102700,49,2875340
102800,18,2878341
102900,20,2881063
103000,29,2883875
103100,30,2886679
103200,26,2889612
103300,19,2892348
103400,24,2894996
103500,26,2897559
103600,23,2900243
103700,27,2903006
103800,30,2905719
