N,T,Total_T
101300,139,13608396
101400,99,13622017
101500,138,13633822
101600,109,13646254
101700,112,13658980
101800,126,13672305
101900,112,13686503
102000,122,13699264
102100,139,13712946
102200,140,13727147
102300,149,13741731
102400,60,13757571
102500,98,13767397
102600,98,13778448
102700,112,13789963
102800,100,13801916
102900,137,13814763
103000,111,13826177
103100,137,13838509
103200,99,13851367
103300,111,13864536
103400,140,13878393
103500,110,13890377
103600,115,13902505
103700,112,13915441
103800,138,13928486
103900,154,13942222
104000,101,13955526
104100,125,13968780
104200,113,13983213
104300,155,13997189
104400,138,14012230
104500,112,14025606
104600,111,14037494
104700,153,14050676
104800,112,14063173
104900,125,14076780
105000,111,14090292
105100,124,14103517
105200,140,14117602
105300,138,14131475
105400,151,14146340
105500,126,14161108
105600,99,14174363
105700,139,14188097
105800,125,14217615
105900,151,14232290
106000,108,14247757
106100,151,14261934
106200,149,14276976
106300,168,14292488
106400,135,14308402
106500,73,14325169
106600,97,14335073
106700,110,14346139
106800,101,14357891
106900,117,14370059
107000,141,14383342
107100,127,14394870
107200,101,14407504
107300,113,14420488
107400,113,14433980
107500,154,14448222
107600,100,14460303
107700,124,14485457
107800,111,14498432
107900,150,14511570
108000,125,14525349
108100,111,14538513
108200,124,14551824
108300,124,14566201
108400,139,14580299
108500,151,14595260
108600,111,14608501
108700,124,14620465
108800,88,14633679
108900,125,14646065
109000,123,14659692
109100,125,14673177
109200,109,14686404
109300,151,14700590
109400,138,14714472
109500,162,14729435
109600,99,14744085
109700,112,14757222
109800,138,14771070
109900,137,14785040
110000,137,14799841
110100,127,14831749
110200,149,14859087
110300,165,14874150
110400,122,14889623
110500,150,14905498
110600,87,14922084
110700,126,14933425
110800,111,14945838
110900,128,14958663
111000,125,14971955
111100,168,14986416
111200,112,14998966
111300,122,15012612
111400,124,15026691
111500,137,15041235
111600,151,15056681
111700,126,15069658
111800,139,15083232
111900,138,15097482
112000,114,15112045
112100,151,15127070
112200,125,15141456
112300,151,15156149
112400,125,15171811
112500,163,15187292
112600,162,15203700
112700,138,15218105
112800,111,15231355
112900,111,15245746
113000,138,15259596
113100,152,15274555
113200,126,15289370
113300,138,15303905
113400,165,15319554
113500,165,15334688
113600,139,15351053
113700,123,15366728
113800,125,15381251
113900,165,15396521
114000,142,15411798
114100,164,15427900
114200,140,15444439
114300,184,15476372
114400,152,15493173
114500,153,15509802
114600,163,15527018
114700,86,15544246
114800,96,15554417
114900,113,15565468
115000,114,15577005
115100,125,15588969
115200,71,15602192
115300,111,15613231
115400,112,15625610
115500,126,15638397
115600,110,15651645
115700,154,15665859
115800,111,15677396
115900,139,15689741
116000,100,15702590
116100,114,15715747
116200,137,15729592
116300,123,15742592
116400,125,15756046
116500,125,15770306
116600,153,15784649
116700,165,15799717
116800,85,15812645
116900,112,15824555
117000,99,15837631
117100,135,15850295
117200,126,15863996
117300,125,15877391
117400,125,15890635
117500,167,15905089
117600,125,15918881
117700,137,15933814
117800,110,15948174
117900,123,15961431
118000,138,15975521
118100,136,15989379
118200,151,16004280
118300,140,16019384
118400,113,16033957
118500,151,16048968
118600,138,16064313
118700,163,16080289
118800,85,16125694
118900,125,16137275
119000,126,16149697
119100,137,16162573
119200,113,16175867
119300,98,16190203
119400,124,16202737
119500,138,16216424
119600,125,16230495
119700,136,16245026
119800,162,16260700
119900,136,16273394
120000,112,16287101
120100,127,16301156
120200,125,16315734
120300,165,16331000
120400,127,16345198
120500,151,16359964
120600,140,16375537
120700,176,16391317
120800,150,16407708
120900,112,16421621
121000,125,16434931
121100,127,16449309
121200,138,16463402
121300,151,16478413
121400,137,16493122
121500,151,16507696
121600,112,16523576
121700,152,16538565
121800,152,16554903
121900,136,16570466
122000,125,16585053
122100,165,16600577
122200,151,16615742
122300,178,16632081
122400,127,16648375
122500,139,16664150
122600,162,16680675
122700,162,16697291
122800,161,16714759
122900,97,16731506
123000,127,16772450
123100,138,16784897
123200,99,16797742
123300,124,16810966
123400,98,16825236
123500,138,16837893
123600,125,16851627
123700,137,16865712
123800,139,16880278
123900,180,16896061
124000,110,16908667
124100,124,16922310
124200,125,16936332
124300,136,16950881
124400,151,16966279
124500,140,16980373
124600,149,16995285
124700,150,17010856
124800,125,17026723
124900,165,17043056
125000,112,17056781
125100,138,17070180
125200,112,17084505
125300,150,17098692
125400,151,17113733
125500,152,17128454
125600,126,17143044
125700,124,17158777
125800,148,17173921
125900,161,17190225
126000,125,17205612
126100,138,17220164
126200,162,17235819
126300,167,17250924
126400,139,17267271
