N,T,Total_T
149000,89,6733001
149100,69,6737197
149200,70,6741465
149300,66,6745989
149400,69,6750503
149500,118,6755345
149600,86,6759965
149700,67,6764313
149800,59,6768633
149900,53,6772886
150000,96,6777237
150100,61,6781743
150200,87,6786068
150300,64,6790554
150400,128,6795020
150500,58,6799525
150600,74,6804269
150700,69,6808555
150800,91,6812930
150900,57,6817255
151000,69,6821700
151100,57,6826402
151200,104,6830965
151300,53,6835735
151400,78,6840239
151500,72,6845066
151600,85,6850397
151700,49,6855066
151800,76,6859476
151900,72,6863746
152000,100,6868195
152100,74,6872788
152200,94,6877223
152300,57,6881486
152400,71,6885878
152500,57,6890273
152600,93,6895100
152700,56,6899353
152800,87,6903744
152900,62,6908121
153000,68,6912543
153100,75,6917351
153200,95,6921752
153300,57,6926240
153400,68,6930897
153500,60,6935599
153600,152,6940736
153700,67,6945269
153800,76,6950118
153900,55,6954551
154000,91,6959000
154100,65,6963588
154200,58,6968155
154300,91,6972755
154400,110,6977620
154500,66,6982304
154600,82,6986988
154700,62,6991841
154800,94,6996179
154900,54,7000964
155000,74,7005393
155100,104,7009948
155200,93,7014827
155300,53,7019275
155400,71,7024301
155500,67,7028884
155600,105,7033870
155700,58,7039163
155800,92,7043780
155900,81,7048384
156000,88,7052871
156100,66,7057258
156200,66,7061721
156300,50,7066154
156400,96,7070585
156500,52,7074987
156600,89,7079543
156700,61,7084369
156800,110,7088732
156900,62,7093063
157000,72,7097391
157100,55,7101616
157200,71,7106324
157300,55,7110602
157400,94,7114929
157500,74,7119628
157600,99,7124396
157700,72,7129920
157800,53,7134627
